whole_text,mentions_tesla,is_reply,is_quote,is_retweet,positive,negative,neutral,close_delta_z,volume_delta_z,price_cv,volume_cv,close_t1_z,volume_t1_z,close_t2_z,volume_t2_z,close_t3_z,volume_t3_z,close_t4_z,volume_t4_z,close_t5_z,volume_t5_z
"Morgan Freeman: ""I'm a huge fan of Elon Musk. I think he's got the most incredibly forward-thinking ideas about where we can go technologically. What he's done, nobody else has ever done."" Morgan Freeman is awesome",0,0,1,0,0.98,0.0039,0.0161,-2.063,-1.388,0.001,0.486,3.678,0.023,4.695,-0.278,5.585,0.353,7.933,0.162,7.107,1.539
X has risen to become the top downloaded news app in Australia. The Australian people want the truth. 𝕏 is the only one standing up for their rights.,0,0,1,0,0.708,0.0144,0.2776,0.751,-1.822,0.0,0.224,4.576,0.828,5.759,5.617,20.201,9.198,15.725,4.061,16.853,1.321
"New Model 3 Performance launching today 🏎️ → 0-60 mph in 2.9 510 hp / 741 Nm 163 mph top speed — Performance-tuned chassis Same quiet & comfortable cabin plus bespoke chassis hardware for improved stiffness and higher performance baseline. More power, lower energy consumption New Performance 4th gen drive unit can deliver: +22% continuous power +32% peak power +16% peak torque compared to previous Model 3 Performance. All with lower total energy consumption! Forged & staggered 20"" wheels + Pirelli P Zero 4 tires Better traction out of corners while limiting traction control interventions. Also, better comfort, lower rolling resistance & increased range. Better Track Mode Track Mode V3 now integrates motor controls, suspension controls, powertrain cooling, & our Vehicle Dynamics Controller (VDC) under a single, unified system. This gives you a more predictable, stable & consistent experience in various track environments. New Adaptive Damping system Adjusts to driver & road inputs in real time to optimize ride & handling, while also improving ride comfort. Controlled via in-house software, which means it keeps improving via future over-the-air software updates. More aerodynamic exterior design 5% reduced drag, 36% lift reduction & 55% improvement in front-to-rear lift balance compared to previous Model 3 Performance. New Sports Seats Same functionality & comfort as before, but with much better lateral support for cornering & dynamic driving Model 3 is quicker than a Porsche 911",1,0,1,0,0.6929,0.0074,0.2996,1.679,-0.327,0.001,0.385,3.689,1.219,5.468,2.383,4.032,0.274,2.216,0.059,2.593,-0.54
Nobody ever gets canceled for saying anything too woke. Yeah,0,0,1,0,0.0912,0.3282,0.5806,0.572,2.751,0.001,0.172,-1.36,0.697,-4.991,2.554,-5.709,1.86,-5.709,0.555,-6.829,0.458
"14 years ago Tesla opened its Fremont Factory with 1k workers Tesla has now created over 30,000 manufacturing jobs in California!",1,0,1,0,0.9006,0.0028,0.0966,-1.004,0.855,0.001,0.193,-2.77,1.045,-1.247,1.466,-1.056,0.333,-0.961,-1.113,-1.342,-0.184
"For many years now, I have warned that the path that the West is taking will result in civil war. It might take 5 years, 50 years, or 100 years but it is inevitable. The West could have repeatedly resolved these issues peacefully but it refuses to auto-correct from its path of civilizational suicide. Many Western men who are currently asleep at the wheel will wake up, and realize that they don't like being pushed around in their homelands; they don't like their women attacked; they don't like their freedoms curtailed; they don't like their faiths disrespected. Once this happens, prepare for some gargantuan ugliness. Those who think that they are gaining inroads in the West will soon find out that not all Western men are invertebrate castrati. Save this tweet and never forget who warned you. You are right!",0,0,1,0,0.0135,0.794,0.1925,-1.684,1.742,0.001,0.271,-1.757,-0.299,-1.824,1.231,-1.691,-0.952,-0.436,-1.476,-0.238,-0.844
"BREAKING: Just now, 𝕏 has taken the top spot as the #1 News App on the App Store in Australia in both the Free and Grossing categories. 🇦🇺 People want the truth",0,0,1,0,0.807,0.003,0.19,0.34,-1.917,0.001,0.296,-0.13,-1.765,-0.289,-1.806,0.002,-0.465,-0.896,-0.934,1.349,1.653
". warns America, “Don’t get cocky.” Look at his country, Sweden - politicians passed socialist policies. “It almost killed the Swedish economy.” Great interview with !",0,0,1,0,0.3625,0.2724,0.365,-1.031,-0.168,0.001,0.516,0.006,-0.785,-1.058,-0.77,-1.893,-0.176,-0.9,-0.495,-0.083,-0.965
"20,000,000 illegal immigrants and that is just what we were able to record. That is more than 47 state's population! The insanity has to stop and we must secure our border now. The USA only has ~4% of Earth’s population. Just 1% of Earth moving to America would overwhelm essential medical and other services. It’s not sustainable. As always, I’m very much in favor of *legal* immigration. Anyone smart, hardworking and honest should be welcome here.",0,0,1,0,0.0276,0.7536,0.2188,1.066,0.624,0.001,0.176,2.114,-2.575,1.732,-1.935,-0.125,-0.237,1.78,-1.229,2.306,-1.109
Ep. 1357 - The Dastardly Right Wing Plot To Have Babies And Save Humanity From Extinction TIMESTAMPS: 00:00 - 00:31 Opening 1:55 - 18:23 The Dastardly Right Wing Plot To Have Babies And Save Humanity From Extinction 19:14 - 28:51 Columbia Student Who Said Zionists Don't Deserve To Live Gets Expelled 28:52 - 37:11 Jerry Seinfeld Criticizes Leftwing Ideology For Hurting Comedy 37:12 - 42:24 The NFL Draft Gets Compared To A Slave Auction 43:41 - 55:59 The Comments Section 58:12 - 1:12:40 Those More Outraged By Animal Deaths Than Abortions Are Canceled Having babies is a “right-wing plot” to save humanity from extinction 😂,0,0,1,0,0.0248,0.4044,0.5708,0.061,1.309,0.001,0.249,0.444,-1.464,1.894,-0.704,1.734,1.09,-0.135,0.018,-0.043,-1.234
"Meta faces lawsuit over false investment ads in Japan. The lawsuit alleges financial losses due to Meta’s failure to verify the authenticity of ad. This is the reason why you should advertise on 𝕏. This platform ensures that even paid ads are fact-checked by community notes. Unfortunately, Meta/Facebook/Instagram is highly skilled at taking advertising credit for traffic that actually comes from our platform (sigh)",0,0,1,0,0.0117,0.7982,0.1901,-0.865,-0.625,0.001,0.086,2.571,2.869,1.075,-0.995,9.673,18.646,6.526,9.525,4.678,2.373
"Proposed law: if someone tears down the American flag and puts up another flag in its place, that person should get a free (but mandatory) one-way trip to that flag’s country",0,0,0,0,0.0193,0.5394,0.4413,2.737,1.57,0.002,0.354,0.921,-0.275,-0.443,0.814,0.328,-0.387,2.03,1.581,2.002,1.77
". suggested that we post episodes of The Poetry of Reality on . Our team plans to post here every week. Here is a Q&A session I had with on a wide range of topics, from the ethics of selective breeding and eugenics to Western liberal sympathy toward Islam and wokeism Posting long form text, audio & video content on 𝕏 will dramatically increase your reach! Over half a billion active users are on this platform and they are the smartest and most influential audience on Earth.",0,0,1,0,0.4041,0.0046,0.5913,1.381,1.73,0.0,0.108,-0.262,5.018,0.117,4.247,0.461,0.985,-0.011,2.311,0.703,-4.118
"Here's my deep dive into why Starliner is seven years late. Although Boeing got $4.2 billion to develop an astronaut capsule and SpaceX only got $2.6 billion, SpaceX finished 4 years sooner. Note, the crew capsule design of Dragon 2 has almost nothing in common with Dragon 1. Too many non-technical managers at Boeing.",0,0,1,0,0.0209,0.6232,0.3558,1.339,-2.382,0.0,0.459,0.276,-0.608,-0.908,1.008,-0.382,-0.758,-0.382,-0.006,4.223,0.566
"""AI would be very dangerous if powerful, but trained to lie to be politically correct."" 一 Why it is so important for ’s to succeed. This is a much bigger deal than it may seem.",0,0,1,0,0.1147,0.371,0.5144,-1.915,-0.728,0.001,0.331,-2.787,1.142,-4.698,8.334,-6.079,1.847,-5.598,1.83,-5.357,-0.377
"The Trudeau regime has introduced an Orwellian new law called the Online Harms Bill C-63, which will give police the power to retroactively search the Internet for ‘hate speech’ violations and arrest offenders, even if the offence occurred before the law existed. This new bill is aimed at safeguarding the masses from so-called “hate speech.” reports: The real shocker in this bill is the alarming retroactive aspect. Essentially, whatever you’ve said in the past can now be weaponized against you by today’s draconian standards. Historian Dr. Muriel Blaive has weighed in on this draconian law, labeling it outright “mad.” She points out how it literally spits in the face of all Western legal traditions, especially the one about only being punished if you infringed on a law that was valid at the time of committing a crime. This sounds insane if accurate! , please check",0,0,1,0,0.0188,0.5412,0.44,1.966,-1.68,0.0,0.332,2.164,-0.835,2.405,-1.889,2.283,-0.692,4.225,0.262,3.74,-1.411
"Attention Tesla shareholders with Fidelity accounts: here’s how to vote your shares. If you have multiple accounts with $TSLA shares and voted already by clicking a link in an email from Fidelity, DON’T ASSUME all of your shares have been voted; you should check right now to make sure you have voted your shares in all of your accounts— because you probably haven’t! 👀 From a web browser (not the Fidelity app), go to Log in Select Accounts and Trade at the top Select Documents from the list Select Other Documents Select Proxy Materials Accounts that say “Voted” in the status column have already been voted. Accounts that say “Vote” haven’t been voted yet. For each Vote hyperlink, click it to be redirected to the site where you can actually vote your Fidelity shares. The Tesla board’s recommendations on each item are shown in Bold (FOR the first five and AGAINST the rest). Fidelity’s deadline to vote is June 12th. Please comment below if you thought you had already voted all of your shares and discovered you hadn’t by following the instructions above. How to vote your Tesla shares",1,0,1,0,0.1376,0.0295,0.8329,-1.358,-1.379,0.0,0.291,-0.303,-0.044,-2.114,0.487,-2.11,-0.046,1.15,0.785,-5.732,1.667
"Given the terrible flooding in Rio Grande do Sul, will donate 1000 terminals to emergency responders and make usage for all terminals in the region free until the region has recovered. I hope the best for the people of Brazil.",0,0,0,0,0.446,0.0883,0.4657,-1.484,-0.466,0.002,0.268,-0.785,0.045,0.717,-0.666,-1.65,2.742,-1.499,-0.93,-0.982,-0.014
