whole_text,mentions_tesla,is_reply,is_quote,is_retweet,positive,negative,neutral,close_delta_z,volume_delta_z,price_cv,volume_cv,close_t1_z,volume_t1_z,close_t2_z,volume_t2_z,close_t3_z,volume_t3_z,close_t4_z,volume_t4_z,close_t5_z,volume_t5_z
Strange that election officials from pivotal regions attended a far left conference when they’re supposed to be impartial,0,1,0,0,0.012,0.6975,0.2905,-0.547,-1.615,0.001,0.201,0.1,-3.209,-0.281,-2.435,-0.232,-2.632,0.161,-1.522,-0.114,-2.189
Under consideration. It’s tough to add all these functions to the main timeline without creating a button forest.,0,1,0,0,0.049,0.2476,0.7034,-1.989,0.089,0.001,0.235,-3.27,3.223,-3.066,1.872,-2.617,0.159,-3.434,-1.628,-4.906,3.366
"Solid points in support of junior writers and it would not be a significant impact on show budgets. Also, shows will be better if junior writers are able to understand the whole picture.",0,1,0,0,0.4528,0.0519,0.4953,1.841,0.232,0.001,0.154,-0.012,-1.222,1.258,-2.771,0.509,-3.16,-0.642,0.313,-0.518,0.596
How do we know that was actually his social media account? Seems very odd that he would have a Russian social media account when he doesn’t speak Russian.,0,1,0,0,0.0111,0.4831,0.5059,-1.997,-0.242,0.0,0.272,-7.113,2.56,-7.238,3.321,-8.844,-0.369,-8.974,0.191,-9.315,-0.191
It is borderline illegal to be Republican in LA or SF,0,1,0,0,0.0154,0.793,0.1916,2.062,-0.791,0.001,0.252,1.129,-1.312,1.334,-1.45,2.441,-1.338,1.5,-1.294,1.137,-0.896
"It won’t get easier to pay down the debt. As debt rises for countries, interest payments consume a larger part of the budget, until there is little room for anything else. TANSTAAFL",0,1,0,0,0.0141,0.7288,0.2571,-0.123,1.316,0.0,0.024,0.242,13.524,-1.4,1.663,-2.512,7.934,-2.223,-6.869,-2.06,-0.956
": Governments worldwide claim that ""hate incidents"" are rising, but they're not. Tolerance of racial, sexual, and religiou…",0,0,0,1,0.0086,0.7458,0.2456,-2.775,2.355,0.001,0.68,-1.893,-0.579,-1.623,-0.141,-1.899,-0.48,-1.497,-0.618,-1.39,-0.452
"Yeah. Or that WhatsApp founders left Meta/Facebook in disgust, started #deletefacebook campaign & made major contributions to building Signal. What they learned about Facebook & changes to WhatsApp obviously disturbed them greatly.",0,1,0,0,0.0154,0.7707,0.2139,-2.136,-0.091,0.0,0.478,0.378,-0.521,-0.807,-0.897,-1.885,-0.38,-1.104,-0.299,-0.914,0.279
"It might all be true, but such an incongruent set of claims deserves extreme scrutiny",0,1,0,0,0.0225,0.6451,0.3324,-2.608,2.403,0.0,0.455,0.58,0.576,0.879,0.083,1.475,-0.541,1.773,0.483,0.432,-0.401
Starlink is a new version of the Internet in space,0,1,0,0,0.1261,0.028,0.8459,-2.411,2.117,0.001,0.195,0.513,0.116,-1.016,-0.18,2.494,5.745,1.954,2.584,3.22,-0.8
: S3XY vehicles 🤝 hot engineers 🥵 Our field quality engineers head to Dubai at the hottest time of the year for extreme hea…,0,0,0,1,0.6164,0.0187,0.365,1.505,-1.751,0.0,0.259,-0.581,-1.133,-2.118,0.924,-0.865,-1.282,-2.371,-2.048,-1.68,-1.531
"If people understood how good the driving experience is with a , they'd never be able to build enough at any price. My trip to Texas to see 's SuperHeavy/Starship initial launch was my first time driving a Tesla Model Y for an extended trip. I drove 1500 miles across Texas, from San Antonio to Brownsville, and then all the way up to near Fort Worth over 10 days. For 7 of those days, I camped out in the back of the Model Y using its ""Camp Mode"", keeping me cool in the heat and humidity of the Texas Gulf Coast. All of that driving and the AC only cost me $151. The integration with your phone is amazing: 1) You never have to lock your car, it locks it when you walk away, and unlocks it when you return. 2) Want a comfortable car when you get in, turn the climate control on from your phone. 3) Some idiot parked too close to your driver's door? Just use your phone to back it out. I can't wait to get mine! Starting July 1st, Colorado will provide a $5000 rebate to the $7,500 federal rebate. This means that you'll be able to get a base Model Y for $29,740. Note: The price below only includes $2000 Colorado's 7/1/2023 $5000 rebate. Thanks Dave!",1,0,1,0,0.7104,0.0335,0.2561,-2.353,-1.951,0.001,0.379,-1.357,-0.559,-0.871,-0.223,-1.306,-0.49,-1.587,-0.503,-2.509,0.702
: Verified organization is one of the most important additions to Twitter.,0,0,0,1,0.9461,0.0036,0.0502,1.257,1.182,0.001,0.249,-0.296,-0.705,0.805,-1.49,0.921,-0.226,1.756,0.292,2.123,-0.305
": J. Robert Oppenheimer's grandson: ""We must get over our cognitive and political bias: Nuclear energy is necessary and safe, and n…",0,0,0,1,0.1087,0.0528,0.8385,-0.781,-1.967,0.0,0.416,4.554,-0.253,5.249,-0.579,5.075,-1.222,4.38,-0.468,6.292,-1.041
"Starlink setup instructions: - Plug it in - Point at sky These instructions work in either order. No training required. Super easy to use Starlink out of the box, no professional installer needed!",0,0,1,0,0.8451,0.007,0.148,1.909,1.614,0.001,0.26,1.356,-1.315,2.276,0.269,3.304,0.772,2.576,0.076,2.33,-0.136
": With each launch of our first gen satellites, we add over a Tbps of capacity to the constellation; allowing us to con…",0,0,0,1,0.4156,0.0067,0.5776,1.538,1.746,0.0,0.1,-2.017,2.447,-1.632,1.013,-5.863,-2.101,-3.555,-4.457,-11.247,0.273
"Excited to announce that I’ve hired a new CEO for X/Twitter. She will be starting in ~6 weeks! My role will transition to being exec chair & CTO, overseeing product, software & sysops.",0,0,0,0,0.9839,0.0011,0.015,2.366,1.254,0.008,0.498,0.788,-0.347,0.544,-0.815,0.71,-1.239,0.533,-0.86,0.265,-0.697
: Say goodbye to prying eyes and hello to secure conversations. We're giving early access to Encrypted Direct Messages v1 to our…,0,0,0,1,0.5226,0.0045,0.4729,-1.167,-0.797,0.001,0.268,-3.541,-0.61,-5.324,-0.643,-2.989,-0.435,-3.054,-0.609,-5.713,-1.035
"Excited to announce that I’ve hired a new CEO for X/Twitter. She will be starting in ~6 weeks! My role will transition to being exec chair & CTO, overseeing product, software & sysops. I am excited to welcome Linda Yaccarino as the new CEO of Twitter! will focus primarily on business operations, while I focus on product design & new technology. Looking forward to working with Linda to transform this platform into X, the everything app.",0,0,1,0,0.9847,0.0013,0.014,2.222,1.376,0.001,0.124,0.64,0.949,-1.392,1.183,0.171,2.246,-0.506,-1.716,-0.848,0.171
"Thanks for the note. I think people from both sides of the political spectrum will find Linda to be smart, fair and reasonable.",0,1,0,0,0.8684,0.014,0.1176,-1.932,0.764,0.002,0.127,-3.189,1.475,-3.0,3.627,-2.827,0.258,-2.631,0.884,-2.342,-2.865
": One-third of humanity remains offline, and many users only have basic connectivity. The Ministry of Education in El Salvador…",0,0,0,1,0.0126,0.731,0.2564,2.448,-0.069,0.001,0.314,0.593,1.378,0.406,-0.187,1.216,0.949,-1.78,0.987,-5.075,3.385
I subscribed! This is one of the best accounts on the platform.,0,1,0,0,0.9883,0.0034,0.0083,-2.105,0.521,0.001,0.194,-3.142,1.138,-2.441,0.777,-3.493,0.127,-2.581,0.194,-2.159,-0.671
": You asked (loudly), we listened. We’ve reduced the signup flow for creators from 27 steps to just 4. It’s never been e…",0,0,0,1,0.0844,0.1095,0.806,2.454,-1.203,0.001,0.465,0.709,-1.241,1.365,-0.545,2.323,0.215,1.57,-0.837,1.571,-0.554
"I hear your concerns, but don’t judge too early. I am adamant about defending free speech, even if it means losing money.",0,1,0,0,0.1283,0.2124,0.6592,0.293,-1.105,0.001,0.206,-2.622,-1.011,-2.798,-0.737,-1.92,-1.417,-1.433,-0.783,-4.742,-0.472
"Obviously, bringing on Linda allows me to devote more time to Tesla, which is exactly what I will be doing!",1,1,0,0,0.8638,0.007,0.1292,-2.185,-1.972,0.001,0.063,3.108,25.463,1.678,8.49,2.286,7.27,2.681,11.554,-2.91,16.429
": Starlink enables greater access to healthcare and medical services, especially for those in remote locations. Thanks to the…",0,0,0,1,0.8976,0.0031,0.0993,-2.255,2.097,0.001,0.513,-2.296,0.997,-2.076,0.741,-3.833,0.96,-4.091,1.831,-4.449,0.595
Cool. Features you mention are coming within a week or two.,0,1,0,0,0.9015,0.0027,0.0958,-1.982,-0.838,0.001,0.161,-0.635,-1.053,-0.446,-2.107,-0.824,-3.185,0.814,0.84,0.12,0.454
"Starlink in the Amazon 🇧🇷 👏 Love to see Starlink providing great connectivity to those who had little or nothing before. As soon as you can access the Internet, you can learn almost anything, so it’s absolutely essential for education. being a great example.",0,0,1,0,0.9828,0.0026,0.0147,-1.982,1.67,0.0,0.21,1.089,0.834,-0.336,1.266,0.485,-0.763,1.729,3.422,2.105,3.342
Why is sleep so hard!? Perhaps we will never know.,0,0,0,0,0.0163,0.8042,0.1795,-2.057,-0.071,0.001,0.503,0.328,-0.37,-0.456,0.088,-0.025,-0.601,-0.025,-1.303,0.682,-0.914
Kara has become so shrill at this point that only dogs can hear her,0,1,0,0,0.0109,0.8615,0.1276,-1.063,1.74,0.001,0.366,-0.296,-0.432,-1.498,1.352,-0.995,-0.291,0.04,0.009,0.99,2.304
: Ship 25 moved to a suborbital pad at Starbase for an upcoming static fire of its six Raptor engines,0,0,0,1,0.0313,0.0228,0.9459,2.237,-0.795,0.001,0.301,1.515,-0.154,1.395,-1.886,1.124,-1.425,-0.328,0.868,0.313,-1.115
Twitter Blue Verified subscribers can now upload 2 hour videos (8GB)!,0,0,0,0,0.3916,0.0044,0.604,-0.57,-1.76,0.0,0.517,-3.925,0.645,-1.254,0.146,-1.233,-0.566,-5.542,-0.014,-4.599,2.255
Dutch farmers are incredibly skilled – some of the highest productivity & most efficient farming on Earth!,0,1,0,0,0.9769,0.004,0.0191,-0.342,1.496,0.001,0.443,-0.517,-0.95,-0.449,-0.345,-0.585,-0.929,0.849,0.643,0.439,-1.327
"What!? This is messed up. I’m no vegetarian, but I do want animals to have a happy life.",0,1,0,0,0.0187,0.8542,0.1271,-1.05,0.738,0.001,0.312,-2.121,-0.223,-1.386,-0.353,-2.654,-0.619,-2.437,-0.517,-2.777,-0.668
"In fairness, I must concede that Joel has a good point and I will endeavor to be more thoughtful in the future. Comic book analogies are obviously imperfect, to say the least. Just because George Soros can bend metal using his mind doesn’t mean he’s Magneto!! Anyway, my actual",0,1,0,0,0.0893,0.478,0.4327,0.209,-2.423,0.0,0.334,3.606,-0.151,3.487,-0.863,4.088,-1.115,1.467,-0.241,4.2,-0.382
: The Starlink team is proud to support humanitarian efforts around the world🛰️🌎❤️,0,0,0,1,0.9689,0.003,0.0281,1.893,2.423,0.002,0.729,1.76,-0.174,1.045,-0.476,1.393,-0.378,1.023,-0.556,1.562,-0.587
: Dragon performed a series of burns on its way to the,0,0,0,1,0.0177,0.0701,0.9122,-0.742,0.536,0.001,0.33,0.708,-1.638,0.432,-1.485,0.835,-1.809,1.004,-1.087,1.49,-0.802
: Welcome aboard the station #Ax2! The four private astronauts entered the orbital outpost after opening the…,0,0,0,1,0.6862,0.0031,0.3107,2.336,-1.645,0.0,0.243,4.004,9.282,5.162,3.0,4.672,0.033,5.198,0.127,4.939,-0.662
: Starlink for RVs can be used anywhere Starlink provides service and is ideal for camping and other activities in rural or remot…,0,0,0,1,0.6373,0.0037,0.359,-2.126,1.963,0.002,0.358,-0.597,-1.035,-1.026,-0.29,-0.441,-1.014,-0.618,-0.351,-0.307,-1.25
The kind of interaction that makes this platform so unique & entertaining! 🍿😀,0,1,0,0,0.9694,0.0024,0.0282,-1.078,-2.208,0.001,0.25,1.026,-0.856,-2.251,2.307,-0.342,0.065,0.091,-1.358,1.215,0.729
Starlink is also now available for use while in-motion → And works almost everywhere on Earth with global roaming enabled!,0,0,1,0,0.8306,0.0022,0.1672,1.881,-1.312,0.001,0.269,-1.56,-0.784,-0.95,-0.851,-0.645,-1.559,-0.689,-1.915,-2.17,-0.155
Do you get one? I hope it works as advertised!,0,1,0,0,0.805,0.0125,0.1825,1.857,2.256,0.001,0.457,1.424,-0.24,1.67,-0.482,2.686,0.31,3.54,0.932,3.617,-0.068
": BREAKING: confirms Florida Governor will announce his 2024 Presidential run tomorrow night, 6pm ET…",0,0,0,1,0.1325,0.0037,0.8638,0.998,0.243,0.0,0.185,-0.496,0.54,-2.898,-0.25,-5.061,-1.989,-6.058,0.969,-6.779,-0.416
Starship payload is 250 to 300 tons to orbit in expendable mode. Improved thrust & Isp from Raptor will enable ~6000 ton liftoff mass.,0,1,0,0,0.5064,0.0086,0.4849,2.749,0.84,0.001,0.192,1.955,-0.203,2.912,0.448,2.971,-1.059,2.239,-1.664,1.883,-1.848
How did The Washington Post go from questioning the state to being its mouthpiece?,0,1,0,0,0.0133,0.4934,0.4933,1.081,-2.442,0.0,0.159,-4.251,1.402,4.393,-1.727,0.411,-2.068,-11.997,5.006,-12.544,0.113
Citizen journalism breaks the monopoly held by a handful of editors – they naturally don’t like that,0,1,0,0,0.0345,0.4666,0.499,2.311,1.51,0.001,0.22,-0.22,-0.265,-1.628,-0.478,-0.464,-0.878,-0.966,-2.227,0.64,-0.941
"Why indeed. If someone wants to change something about themselves as an adult, we should respect that decision. However, making an irreversible decision for a child is not the child’s decision, it is the adult’s decision, therefore lacking consent.",0,1,0,0,0.0344,0.3409,0.6248,2.564,2.524,0.001,0.225,1.436,-0.374,1.66,0.218,0.808,0.679,1.3,-2.132,1.407,-1.223
This is crazy – lives are on the line! The woke mind virus is a parasite that kills its host. It must be eliminated.,0,1,0,0,0.0099,0.923,0.0671,-1.476,-1.969,0.0,0.282,0.847,-0.86,3.563,0.299,3.135,-0.999,2.973,-1.379,3.681,-0.753
"This was a mistake by many people at Twitter. It is definitely allowed. Whether or not you agree with using someone’s preferred pronouns, not doing so is at most rude and certainly breaks no laws. I should note that I do personally use someone’s preferred pronouns, just as I",0,1,0,0,0.0161,0.676,0.3079,-1.537,-2.352,0.001,0.739,-0.586,-0.571,1.084,-0.128,2.154,-0.07,0.75,-0.261,1.151,-0.774
Important to remember that we should not take civilization for granted,0,1,0,0,0.1927,0.1417,0.6656,-2.227,-0.199,0.0,0.099,3.765,5.127,1.537,5.388,2.457,-3.651,0.94,-0.921,4.139,-1.997
Not me or X/Twitter. Others are paying to promote it.,0,1,0,0,0.0454,0.3087,0.6459,-0.648,-1.871,0.001,0.203,-1.105,-1.771,-0.653,-1.493,-0.316,-2.156,-1.332,-2.49,-2.262,-0.285
": Dragon separation confirmed; autonomous docking with the on Tuesday, June 6 at ~5:50 a.m. ET",0,0,0,1,0.0696,0.0044,0.926,2.564,1.6,0.001,0.375,1.072,-0.615,1.005,-0.398,0.85,-0.282,0.306,-0.763,2.027,1.408
"Thank you for recognizing concerns about safety of digital superintelligence, which affects all of humanity",0,1,0,0,0.4784,0.048,0.4736,1.751,-2.476,0.0,0.268,-4.534,-1.593,-5.591,-0.931,-2.734,-0.734,0.686,-0.35,-0.258,-0.145
"Tesla aspires to be as helpful as possible to other car companies. We made all our patents freely available several years ago. Now, we are enabling other companies to use our Supercharger network. Also happy to license Autopilot/FSD or other Tesla technology.",1,1,0,0,0.8835,0.004,0.1124,1.838,-0.568,0.001,0.136,0.104,-1.199,1.266,1.119,1.974,-1.765,1.588,3.087,2.039,-1.973
: I still hear tons of friends just coming on Twitter for information. You should consider sharing your voice and contribu…,0,0,0,1,0.0569,0.1837,0.7594,-2.285,-2.344,0.0,0.3,-4.526,1.977,-2.697,0.084,-2.563,-0.776,-5.406,1.942,-6.693,1.675
What nefarious actions are they taking to crash the economy?,0,1,0,0,0.008,0.8223,0.1697,0.775,-0.189,0.002,0.222,-0.882,0.126,-0.629,-2.525,-0.319,0.454,-0.507,-2.228,-0.478,-2.58
": Over 7,000 pounds of new experiments, new solar arrays, and other cargo has arrived at the station after the Dra…",0,0,0,1,0.2691,0.0058,0.7251,-0.673,1.781,0.0,0.219,-2.372,0.66,-4.4,0.976,-12.607,1.821,-9.263,5.207,-4.198,0.967
Asimov’s Foundation books were a strong influence on me as a child,0,1,0,0,0.9124,0.0056,0.082,1.802,1.747,0.001,0.239,5.476,5.175,4.748,1.562,5.029,0.223,4.798,-1.82,5.582,-0.632
Antidepressants & many other medications are significantly overprescribed in America,0,1,0,0,0.0346,0.5963,0.369,0.93,0.805,0.001,0.248,0.908,0.145,3.544,3.961,6.218,3.264,6.4,-0.003,6.179,-0.083
"True. Also, many other NN accelerator chips are also under development. Nvidia will not have a monopoly on large-scale training & inference forever.",0,1,0,0,0.0806,0.0962,0.8232,-2.156,0.782,0.003,0.286,-1.553,2.121,-1.814,-0.448,-1.942,-1.197,-2.167,0.064,-2.18,0.949
"We are working on having this information will show up on your profile, so you know exactly what applies to your account. Not as easy as it sounds, because there are many different systems at Twitter that affect accounts, especially in “Trust and Safety” software layer.",0,1,0,0,0.0713,0.0676,0.8611,-2.59,0.589,0.001,0.258,0.859,-0.249,-0.363,-0.832,-1.107,-0.091,-2.383,0.605,-1.752,-0.091
"Today the WSJ and Stanford Internet Observatory released important research showing pedophiles use Instagram to share material. We're happy that Stanford and WSJ followed our steps in working on this critical issue. As an independent researcher with my team, we showed how Twitter 1.0 ignored CSAM on its platform. With Twitter 2.0, we had the privilege to help, and now the platform owned by Elon Musk for less than one year is among the safest for children. 💕",0,0,1,0,0.8563,0.0181,0.1256,-1.858,-0.552,0.001,0.208,-1.688,-0.112,0.38,-0.041,-0.936,-1.236,-2.219,-1.078,-1.981,2.438
"Then you cleanse them with nuclear fire, then you win",0,1,0,0,0.2242,0.1262,0.6496,-1.55,2.088,0.001,0.545,-3.429,1.417,-2.699,0.134,-2.471,-0.357,-4.607,0.386,-2.852,-0.16
🤣 It’s probably going to crush tennis. Way more convenient.,0,1,0,0,0.7204,0.0468,0.2328,2.332,1.226,0.001,0.234,2.016,-0.02,-0.029,2.925,-1.037,0.361,0.893,0.006,1.09,-0.674
Small numbers of tanks are easily destroyed by anti-tank weapons & landmines. Best to have either none or a lot.,0,1,0,0,0.0226,0.6896,0.2878,-2.431,-2.124,0.001,0.344,-2.12,0.097,-3.02,-0.304,-3.042,-1.174,-2.795,-1.628,-1.852,-0.826
"My uncle says we’re descended from Charlemagne & Alfred, but I wouldn’t take that to the bank … oh yeah banks 😬",0,1,0,0,0.0636,0.3131,0.6233,2.505,-1.836,0.001,0.296,0.566,-1.298,-0.574,-0.117,-2.271,-0.086,-1.368,0.026,-1.819,-1.724
"Agreed, this is broken in random ways. Will be fixed.",0,1,0,0,0.0356,0.702,0.2624,-2.622,0.439,0.001,0.377,-3.725,0.336,-3.725,0.971,-4.217,0.468,-4.448,-0.679,-4.619,-0.06
"If Apple competes against the whole world, Apple will have the whole world against it. This is not a winning scenario.",0,1,0,0,0.0433,0.6067,0.3501,-1.952,0.539,0.001,0.362,-5.657,1.477,-6.389,3.592,-4.952,2.411,-3.705,2.91,-4.57,0.235
